Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,sales,year,month,day
Walmart,1197831,2020-08-26,South,Texas,Houston,Women's Street Footwear,$40.00 ,"1,100","$440,000 ","$154,000 ",35%,Outlet,440000,2020,8,26
Walmart,1197831,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,700,"$280,000 ","$126,000 ",45%,Outlet,280000,2020,8,27
Walmart,1197831,2020-08-28,South,Texas,Houston,Men's Apparel,$45.00 ,700,"$315,000 ","$94,500 ",30%,Outlet,315000,2020,8,28
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,$50.00 ,975,"$487,500 ","$243,750 ",50%,Outlet,487500,2020,8,29
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,$40.00 ,925,"$370,000 ","$129,500 ",35%,Outlet,370000,2020,8,30
Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,925,"$416,250 ","$145,688 ",35%,Outlet,416250,2020,8,31
Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,$40.00 ,"1,100","$440,000 ","$154,000 ",35%,Outlet,440000,2020,9,1
Walmart,1197831,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,650,"$260,000 ","$117,000 ",45%,Outlet,260000,2020,9,2
Walmart,1197831,2020-09-03,South,Texas,Houston,Men's Apparel,$45.00 ,650,"$292,500 ","$87,750 ",30%,Outlet,292500,2020,9,3
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,$50.00 ,900,"$450,000 ","$225,000 ",50%,Outlet,450000,2020,9,4
Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,$45.00 ,850,"$382,500 ","$133,875 ",35%,Outlet,382500,2020,9,5
Walmart,1197831,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,850,"$382,500 ","$133,875 ",35%,Outlet,382500,2020,9,6
Walmart,1197831,2020-09-07,South,Texas,Houston,Women's Street Footwear,$50.00 ,900,"$450,000 ","$157,500 ",35%,Outlet,450000,2020,9,7
Walmart,1197831,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,625,"$312,500 ","$140,625 ",45%,Outlet,312500,2020,9,8
Walmart,1197831,2020-09-09,South,Texas,Houston,Men's Apparel,$45.00 ,625,"$281,250 ","$84,375 ",30%,Outlet,281250,2020,9,9
Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,$55.00 ,850,"$467,500 ","$233,750 ",50%,Outlet,467500,2020,9,10
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,$45.00 ,800,"$360,000 ","$126,000 ",35%,Outlet,360000,2020,9,11
Walmart,1197831,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,800,"$360,000 ","$126,000 ",35%,Outlet,360000,2020,9,12
Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,$50.00 ,750,"$375,000 ","$131,250 ",35%,Outlet,375000,2020,9,13
Walmart,1197831,2020-09-14,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,600,"$300,000 ","$135,000 ",45%,Outlet,300000,2020,9,14
Walmart,1197831,2020-09-15,South,Texas,Houston,Men's Apparel,$45.00 ,575,"$258,750 ","$77,625 ",30%,Outlet,258750,2020,9,15
Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,$55.00 ,750,"$412,500 ","$206,250 ",50%,Outlet,412500,2020,9,16
Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,$45.00 ,900,"$405,000 ","$141,750 ",35%,Outlet,405000,2020,10,20
Walmart,1197831,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,900,"$405,000 ","$141,750 ",35%,Outlet,405000,2020,10,21
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,$50.00 ,825,"$412,500 ","$144,375 ",35%,Outlet,412500,2020,10,22
Walmart,1197831,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,675,"$337,500 ","$151,875 ",45%,Outlet,337500,2020,10,23
Walmart,1197831,2020-10-24,South,Texas,Houston,Men's Apparel,$45.00 ,650,"$292,500 ","$87,750 ",30%,Outlet,292500,2020,10,24
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,$55.00 ,850,"$467,500 ","$233,750 ",50%,Outlet,467500,2020,10,25
Walmart,1197831,2020-10-26,South,Texas,Houston,Men's Street Footwear,$45.00 ,950,"$427,500 ","$149,625 ",35%,Outlet,427500,2020,10,26
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,950,"$427,500 ","$149,625 ",35%,Outlet,427500,2020,10,27
Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,$50.00 ,850,"$425,000 ","$148,750 ",35%,Outlet,425000,2020,10,28
Walmart,1197831,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,$50.00 ,700,"$350,000 ","$157,500 ",45%,Outlet,350000,2020,10,29
Walmart,1197831,2020-10-30,South,Texas,Houston,Men's Apparel,$45.00 ,650,"$292,500 ","$87,750 ",30%,Outlet,292500,2020,10,30
Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,$55.00 ,900,"$495,000 ","$247,500 ",50%,Outlet,495000,2020,10,31
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,$54.00 ,270,"$14,580 ","$6,561 ",45%,Online,14580,2020,4,17
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,$62.00 ,290,"$17,980 ","$6,653 ",37%,Online,17980,2020,4,18
Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Street Footwear,$56.00 ,360,"$20,160 ","$12,499 ",62%,Online,20160,2020,4,19
Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,$50.00 ,270,"$13,500 ","$5,940 ",44%,Online,13500,2020,4,20
Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,$47.00 ,268,"$12,596 ","$5,920 ",47%,Online,12596,2020,4,21
Walmart,1185732,2020-04-22,Northeast,New York,New York,Women's Athletic Footwear,$47.00 ,252,"$11,844 ","$5,448 ",46%,Online,11844,2020,4,22
Walmart,1185732,2020-04-23,Northeast,New York,New York,Men's Apparel,$58.00 ,252,"$14,616 ","$5,846 ",40%,Online,14616,2020,4,23
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,$59.00 ,280,"$16,520 ","$6,608 ",40%,Online,16520,2020,4,24
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,$64.00 ,236,"$15,104 ","$6,344 ",42%,Online,15104,2020,4,25
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,$68.00 ,290,"$19,720 ","$7,494 ",38%,Online,19720,2020,4,26
Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,$60.00 ,299,"$17,940 ","$10,764 ",60%,Online,17940,2020,4,27
Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,$53.00 ,273,"$14,469 ","$6,222 ",43%,Online,14469,2020,4,28
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,$52.00 ,258,"$13,416 ","$6,440 ",48%,Online,13416,2020,4,29
Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,$50.00 ,252,"$12,600 ","$6,174 ",49%,Online,12600,2020,4,30
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,$64.00 ,254,"$16,256 ","$6,828 ",42%,Online,16256,2020,5,1
Walmart,1185732,2020-05-02,Northeast,New York,New York,Women's Apparel,$66.00 ,263,"$17,358 ","$6,422 ",37%,Online,17358,2020,5,2
Walmart,1185732,2020-05-03,Northeast,New York,New York,Men's Street Footwear,$62.00 ,312,"$19,344 ","$12,380 ",64%,Online,19344,2020,5,3
Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,$51.00 ,300,"$15,300 ","$6,426 ",42%,Online,15300,2020,5,4
Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,$54.00 ,285,"$15,390 ","$7,233 ",47%,Online,15390,2020,5,5
Walmart,1185732,2020-05-06,Northeast,New York,New York,Women's Athletic Footwear,$54.00 ,225,"$12,150 ","$5,589 ",46%,Online,12150,2020,5,6
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,$60.00 ,261,"$15,660 ","$6,734 ",43%,Online,15660,2020,5,7
Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,$68.00 ,290,"$19,720 ","$6,902 ",35%,Online,19720,2020,7,18
Walmart,1197831,2020-08-10,South,Texas,Houston,Men's Apparel,$42.00 ,147,"$6,174 ","$2,593 ",42%,Online,6174,2020,8,10
Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,$39.00 ,232,"$9,048 ","$5,519 ",61%,Online,9048,2020,8,11
Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,$29.00 ,268,"$7,772 ","$3,731 ",48%,Online,7772,2020,8,12
Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,$38.00 ,259,"$9,842 ","$4,527 ",46%,Online,9842,2020,8,13
Walmart,1197831,2020-08-14,South,Texas,Houston,Women's Street Footwear,$33.00 ,225,"$7,425 ","$3,564 ",48%,Online,7425,2020,8,14
Walmart,1197831,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,$39.00 ,189,"$7,371 ","$4,275 ",58%,Online,7371,2020,8,15
Walmart,1197831,2020-08-16,South,Texas,Houston,Men's Apparel,$42.00 ,168,"$7,056 ","$2,822 ",40%,Online,7056,2020,8,16
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,$37.00 ,276,"$10,212 ","$6,434 ",63%,Online,10212,2020,8,17
Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,$39.00 ,238,"$9,282 ","$4,363 ",47%,Online,9282,2020,8,18
Walmart,1197831,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,$42.00 ,238,"$9,996 ","$4,498 ",45%,Online,9996,2020,8,19
Walmart,1197831,2020-08-20,South,Texas,Houston,Women's Street Footwear,$37.00 ,232,"$8,584 ","$4,206 ",49%,Online,8584,2020,8,20
Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,$38.00 ,203,"$7,714 ","$4,397 ",57%,Online,7714,2020,8,21
Walmart,1197831,2020-08-22,South,Texas,Houston,Men's Apparel,$41.00 ,169,"$6,929 ","$3,118 ",45%,Online,6929,2020,8,22
Walmart,1197831,2020-08-23,South,Texas,Houston,Women's Apparel,$47.00 ,250,"$11,750 ","$7,520 ",64%,Online,11750,2020,8,23
Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,$37.00 ,238,"$8,806 ","$3,963 ",45%,Online,8806,2020,8,24
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,$42.00 ,238,"$9,996 ","$4,598 ",46%,Online,9996,2020,8,25
Walmart,1197831,2020-08-26,South,Texas,Houston,Women's Street Footwear,$37.00 ,319,"$11,803 ","$5,311 ",45%,Online,11803,2020,8,26
Walmart,1197831,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,$36.00 ,210,"$7,560 ","$4,536 ",60%,Online,7560,2020,8,27
Walmart,1197831,2020-08-28,South,Texas,Houston,Men's Apparel,$41.00 ,196,"$8,036 ","$3,214 ",40%,Online,8036,2020,8,28
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,$47.00 ,293,"$13,771 ","$8,676 ",63%,Online,13771,2020,8,29
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,$37.00 ,268,"$9,916 ","$4,859 ",49%,Online,9916,2020,8,30
Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,$41.00 ,259,"$10,619 ","$4,779 ",45%,Online,10619,2020,8,31
Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,$39.00 ,297,"$11,583 ","$5,328 ",46%,Online,11583,2020,9,1
Walmart,1197831,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,$38.00 ,189,"$7,182 ","$4,237 ",59%,Online,7182,2020,9,2
Walmart,1197831,2020-09-03,South,Texas,Houston,Men's Apparel,$41.00 ,169,"$6,929 ","$2,772 ",40%,Online,6929,2020,9,3
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,$46.00 ,225,"$10,350 ","$6,728 ",65%,Online,10350,2020,9,4
Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,$44.00 ,255,"$11,220 ","$5,386 ",48%,Online,11220,2020,9,5
Walmart,1197831,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,$41.00 ,213,"$8,733 ","$4,017 ",46%,Online,8733,2020,9,6
Walmart,1197831,2020-09-07,South,Texas,Houston,Women's Street Footwear,$46.00 ,234,"$10,764 ","$5,274 ",49%,Online,10764,2020,9,7
Walmart,1197831,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,$47.00 ,181,"$8,507 ","$4,679 ",55%,Online,8507,2020,9,8
Walmart,1197831,2020-09-09,South,Texas,Houston,Men's Apparel,$44.00 ,175,"$7,700 ","$3,311 ",43%,Online,7700,2020,9,9
Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,$50.00 ,213,"$10,650 ","$6,816 ",64%,Online,10650,2020,9,10
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,$44.00 ,240,"$10,560 ","$5,280 ",50%,Online,10560,2020,9,11
Walmart,1197831,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,$43.00 ,216,"$9,288 ","$4,365 ",47%,Online,9288,2020,9,12
Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,$48.00 ,188,"$9,024 ","$4,241 ",47%,Online,9024,2020,9,13
Walmart,1197831,2020-09-14,South,Texas,Houston,Women's Athletic Footwear,$45.00 ,168,"$7,560 ","$4,385 ",58%,Online,7560,2020,9,14
Walmart,1197831,2020-09-15,South,Texas,Houston,Men's Apparel,$42.00 ,150,"$6,300 ","$2,583 ",41%,Online,6300,2020,9,15
Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,$53.00 ,210,"$11,130 ","$6,901 ",62%,Online,11130,2020,9,16
Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,$43.00 ,234,"$10,062 ","$4,930 ",49%,Online,10062,2020,10,20
Walmart,1197831,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,$43.00 ,243,"$10,449 ","$5,120 ",49%,Online,10449,2020,10,21
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,$47.00 ,206,"$9,682 ","$4,647 ",48%,Online,9682,2020,10,22
Walmart,1197831,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,$48.00 ,203,"$9,744 ","$5,359 ",55%,Online,9744,2020,10,23
Walmart,1197831,2020-10-24,South,Texas,Houston,Men's Apparel,$42.00 ,195,"$8,190 ","$3,686 ",45%,Online,8190,2020,10,24
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,$51.00 ,247,"$12,597 ","$7,810 ",62%,Online,12597,2020,10,25
Walmart,1197831,2020-10-26,South,Texas,Houston,Men's Street Footwear,$41.00 ,238,"$9,758 ","$4,684 ",48%,Online,9758,2020,10,26
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,$44.00 ,285,"$12,540 ","$6,019 ",48%,Online,12540,2020,10,27
Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,$47.00 ,255,"$11,985 ","$5,873 ",49%,Online,11985,2020,10,28
Walmart,1197831,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,$47.00 ,182,"$8,554 ","$4,961 ",58%,Online,8554,2020,10,29
Walmart,1197831,2020-10-30,South,Texas,Houston,Men's Apparel,$42.00 ,169,"$7,098 ","$3,194 ",45%,Online,7098,2020,10,30
Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,$53.00 ,261,"$13,833 ","$8,576 ",62%,Online,13833,2020,10,31
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,$43.00 ,279,"$11,997 ","$3,959 ",33%,Outlet,11997,2020,4,17
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,$48.00 ,355,"$17,040 ","$5,112 ",30%,Outlet,17040,2020,4,18
Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Street Footwear,$39.00 ,408,"$15,912 ","$8,752 ",55%,Outlet,15912,2020,4,19
Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,$43.00 ,350,"$15,050 ","$4,967 ",33%,Outlet,15050,2020,4,20
Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,$36.00 ,315,"$11,340 ","$4,423 ",39%,Outlet,11340,2020,4,21
Walmart,1185732,2020-04-22,Northeast,New York,New York,Women's Athletic Footwear,$34.00 ,306,"$10,404 ","$4,058 ",39%,Outlet,10404,2020,4,22
Walmart,1185732,2020-04-23,Northeast,New York,New York,Men's Apparel,$44.00 ,315,"$13,860 ","$5,128 ",37%,Outlet,13860,2020,4,23
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,$45.00 ,350,"$15,750 ","$4,725 ",30%,Outlet,15750,2020,4,24
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,$51.00 ,289,"$14,739 ","$4,716 ",32%,Outlet,14739,2020,4,25
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,$50.00 ,330,"$16,500 ","$4,620 ",28%,Outlet,16500,2020,4,26
Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,$46.00 ,403,"$18,538 ","$10,381 ",56%,Outlet,18538,2020,4,27
Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,$40.00 ,312,"$12,480 ","$4,493 ",36%,Outlet,12480,2020,4,28
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,$43.00 ,294,"$12,642 ","$5,310 ",42%,Outlet,12642,2020,4,29
Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,$41.00 ,270,"$11,070 ","$4,096 ",37%,Outlet,11070,2020,4,30
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,$47.00 ,280,"$13,160 ","$4,738 ",36%,Outlet,13160,2020,5,1
Walmart,1185732,2020-05-02,Northeast,New York,New York,Women's Apparel,$53.00 ,322,"$17,066 ","$4,778 ",28%,Outlet,17066,2020,5,2
Walmart,1185732,2020-05-03,Northeast,New York,New York,Men's Street Footwear,$48.00 ,420,"$20,160 ","$11,290 ",56%,Outlet,20160,2020,5,3
Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,$43.00 ,310,"$13,330 ","$4,666 ",35%,Outlet,13330,2020,5,4
Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,$42.00 ,333,"$13,986 ","$5,594 ",40%,Outlet,13986,2020,5,5
Walmart,1185732,2020-05-06,Northeast,New York,New York,Women's Athletic Footwear,$41.00 ,306,"$12,546 ","$5,018 ",40%,Outlet,12546,2020,5,6
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,$48.00 ,279,"$13,392 ","$4,955 ",37%,Outlet,13392,2020,5,7
Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,$48.00 ,340,"$16,320 ","$4,896 ",30%,Outlet,16320,2020,7,18
Walmart,1197831,2020-08-10,South,Texas,Houston,Men's Apparel,$34.00 ,179,"$6,086 ","$2,069 ",34%,Outlet,6086,2020,8,10
Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,$27.00 ,272,"$7,344 ","$4,039 ",55%,Outlet,7344,2020,8,11
Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,$24.00 ,315,"$7,560 ","$2,948 ",39%,Outlet,7560,2020,8,12
Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,$30.00 ,287,"$8,610 ","$3,616 ",42%,Outlet,8610,2020,8,13
Walmart,1197831,2020-08-14,South,Texas,Houston,Women's Street Footwear,$23.00 ,240,"$5,520 ","$2,042 ",37%,Outlet,5520,2020,8,14
Walmart,1197831,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,$31.00 ,245,"$7,595 ","$3,873 ",51%,Outlet,7595,2020,8,15
Walmart,1197831,2020-08-16,South,Texas,Houston,Men's Apparel,$35.00 ,180,"$6,300 ","$2,205 ",35%,Outlet,6300,2020,8,16
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,$32.00 ,295,"$9,440 ","$5,381 ",57%,Outlet,9440,2020,8,17
Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,$28.00 ,295,"$8,260 ","$3,387 ",41%,Outlet,8260,2020,8,18
Walmart,1197831,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,$33.00 ,323,"$10,659 ","$4,477 ",42%,Outlet,10659,2020,8,19
Walmart,1197831,2020-08-20,South,Texas,Houston,Women's Street Footwear,$27.00 ,264,"$7,128 ","$2,851 ",40%,Outlet,7128,2020,8,20
Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,$26.00 ,263,"$6,838 ","$3,282 ",48%,Outlet,6838,2020,8,21
